compra_renta,tipo,precio,superficie,municipio
Venta,CASA EN VENTA EN CIENEGA DE FLORES NL ZONA FRACC PORTAL DE LAS FLORES/PRIVADO/REMODELADA Y AMPLIADA/,"$700,000",108 m²,N.L.
Venta,TERRENO con casa remodelar  o demoler  EN LOS RIOS PTE VALLE EN SAN PEDRO,"$17,900,000",675 m²,Del Valle
Venta,CASA EN VENTA EN APODACA EN ARBOLEDAS DE SANTA ROSA 3 RECAMARAS,"$1,500,000",90 m²,N.L.
Venta,"CASA EN VENTA COLINAS DE SAN JERONIMO, MONTERREY, N.L.","$10,500,000",472 m²,Colinas de San Jerónimo 8o. Sector
Venta,Venta Casa 3 Recamaras en Privada con Alberca Carretera Nacional Monterrey Nuevo Leon,"$10,300,000",280 m²,La Joya Privada Residencial
Venta,Casa de 2 plantas 3 recamaras y alberca en La Joya Privada Residencial,"$12,500,000",459 m²,La Joya Privada Residencial
Venta,"Venta Casa 4 Recámaras 1 en Planta Baja Jardín Carolco Monterrey, N L  / Sale House 4 B...","$12,980,000",330 m²,La Bola
Venta,Casa Carretera Nacional Privada de 4 recámaras 1 en Planta Baja Jardín / House Private ...,"$13,000,000",466 m²,Sin Nombre de Col 51
Venta,VENTA Casa 3 recamaras jardin alberca Privada Carretera Nacional Monterrey N L Monterrey NL,"$14,300,000",462 m²,Sin Nombre de Col 51
Venta,"PRO5409 Casas en Venta, Valle Sector Oriente en San Pedro Garza Garcia","$12,000,000",365 m²,Valle Oriente
Venta,"PRO5413 Departamentos en Venta, Centro en Monterrey","$3,243,349",55 m²,Centro
Venta,"PRO5416 Casas en Venta, Vivenza en San Nicolas de los Garza","$4,100,000",119 m²,Alcatraces Residencial
Venta,Casa en Venta San Isidro,"$2,900,000",130 m²,San Isidro
Venta,Casa en Venta Dream Lagoons,"$2,450,000",112 m²,Dream Lagoons
Venta,Casa en Venta Mision Cumbres,"$3,565,000",194 m²,Misión Cumbres
Venta,VENTA de CASA de 4 Recamaras en Fracc CEREZOS Residencial Carretera Nacional Monterrey NL,"$9,300,000",375 m²,Sin Nombre de Col 51
Venta,Casa en venta en Residencial Los Morales San Nicolás De Los Garza Nuevo León,"$3,800,000",113 m²,Tacuba
Venta,Casa en venta en Contry Sur Segundo Sector Monterrey con terraza panoramica,"$6,750,000",172 m²,Monterrey
Venta,"Quinta Campestre en venta, ubicada en  Portal del Norte en Zuazua, N.L.","$7,000,000",1500 m²,Portal del Norte
Venta,Casa en venta en la colonia Independencia Monterrey a 1 cuadra de la Basílica,"$1,700,000",108 m²,Independencia
Venta,QUINTA EN VENTA PORTAL DEL NORTE ZUAZUA,"$2,980,000",480 m²,Portal del Norte
Venta,COLONIA LADRILLERA AL SUR DE MONTERREY NUEVO LEON,"$3,600,000",351 m²,Lth
Venta,ARBADO SECTOR MONARCA APODACA,"$4,490,000",210 m²,N.L.
Venta,"Departamentos en Venta en ARIA en Monterrey, Nuevo León","$1,887,420",38-92 m²,"Centro, Calzada Madero, Esq. con Emilio Carranza, Centro, 64000 Monterrey, N.L"
Venta,"Departamentos en Preventa en Vía Cuatro Seis, Monterrey, Nuevo León","$1,980,000",50-90 m²,"Guadalupe, Miguel Alemán 4450, Guadalupe, Nuevo León, México."
Venta,"Casas en Venta en Residencial Las Misiones, Saltillo, Coahuila","$3,280,000",210-230 m²,"Sin Nombre de Col 18, Blvd. La Misión S/N, Sin Nombre de Col 18, 25070 Saltillo, Coahuila"
Venta,"Casas en Venta en Rincón de Foret en Saltillo, Coahuila","$2,409,799",203-256 m²,"Eulalio Gutiérrez Treviño, Bosques de Chinón 114, Rincón de Foret, 25085 Saltillo, Coah."
Venta,CASA EN VENTA EN JUAREZ EN PORTAL DE VAQUERIAS 3 NIVELES,"$1,200,000",91 m²,Col. Portal de Vaquerías
Venta,"CASA VENTA EN LA COLONIA FRANCISCO VILLA, MONTERREY","$800,000",137 m²,Francisco Villa
Venta,Casa Venta en Chepevera,"$4,000,000",17809 m²,Chepevera
Venta,"CASA EN VENTA 4 RECAMARAS UNA EN PLANTA BAJA CARRETERA NAC. (URO), MONTERREY,NL.","$13,470,000",466 m²,La Joya Privada Residencial
Venta,"LA HERRADURA, MONTERREY CASA EN VENTA DE LUJO 4 RECAMARAS Y ALBERCA","$22,900,000",621 m²,Sin Nombre de Col 51
Venta,"CARRETERA NACIONAL CASA EN VENTA PARA REMODELAR CLUB DE GOLF LA HERRADURA, MTY.","$13,500,000",600 m²,Sin Nombre de Col 51
Venta,"LOMAS DEL VERGEL NUEVO SECTOR, CASA EN VENTA CON VISTAS ESPECTACULARES","$6,550,000",134 m²,Monterrey
Venta,"CASA EN VENTA ZONA TEC COL.ROMA , MONTERREY","$5,350,000",325 m²,Roma
Venta,"CARRETERA NAL. ALTARES RESIDENCIAL, CASA NUEVA EQUIPADA EN VENTA","$4,990,000",200 m²,Condado de Asturias
Venta,"DEPARTAMENTO 3 RECAMARAS EN PREVENTA Y EN ENTREGA INMEDIATA, LLAVE EN MANO","$14,500,000",,Valle del Campestre
Venta,"DEPARTAMENTO 2 RECAMARAS EN PREVENTA Y EN ENTREGA INMEDIATA, LLAVE EN MANO","$12,100,000",,Valle del Campestre
Venta,"CASA EN VENTA RESIDENCIAL LANDANA, CARRETERA NACIONAL, MONTERREY","$8,500,000",300 m²,Monterrey
Venta,"CARRETERA NACIONAL CASA EN VENTA CASTAÑOS DEL VERGEL, MONTERREY, NL.","$10,250,000",251 m²,Sin Nombre de Col 51
Venta,"CARRETERA NACIONAL CASA EN VENTA CLUB DE GOLF LA HERRADURA,  MONTERREY","$21,850,000",578 m²,Sin Nombre de Col 51
Venta,"PROMO DE BUEN FIN......CARRETERA NACIONAL, CASA EN VENTA EN ESQUINA","$6,290,000",211 m²,Condado de Asturias
Venta,"CARRETERA NACIONAL, CASA EN PREVENTA, EN ALTARES RESIDENCIAL, SANTIAGO, N.L.","$5,990,000",211 m²,Condado de Asturias
Venta,"LA HERRADURA, CARRETERA NACIONAL,  CASA EN VENTA ECOLOGICA DE UN PISO JARDIN.","$16,900,000",520 m²,Sin Nombre de Col 51
Venta,CARRETERA NACIONAL CASA EN RENTA O VENTA RESIDENCIAL CLUB DE GOLF LA HERRADURA.,"$17,290,000",620 m²,Sin Nombre de Col 51
Venta,"CARRETERA NAL CASA EN VENTA CON VISTAS 4 RECAMARAS, EL URO LADERAS DE ABEDUL MTY","$9,500,000",276 m²,Monterrey
Venta,"CARRETERA NACIONAL, EL BARRO, FRACC. FRACC. SAN GERARDO,","$5,890,000",206 m²,El Barro
Venta,"Casa en venta en Valle de Chipinque, San Pedro Garza García","$31,500,000",438 m²,Valle de Chipinque
Venta,CARRETERA NAL. EL URO CASA EN VENTA NUEVA  EQUIPADA. VISTAS Y  AMENIDADES,"$7,990,000",254 m²,Sin Nombre de Col 51
Venta,"ZONA SUR CASA EN VENTA EN PRIVADAS DEL PASEO, MONTERREY, N.L.","$8,800,000",207 m²,Lomas del Paseo
Venta,"Departamentos en Venta en ARIA en Monterrey, Nuevo León","$1,887,420",38-92 m²,"Centro, Calzada Madero, Esq. con Emilio Carranza, Centro, 64000 Monterrey, N.L"
Venta,"Departamentos en Preventa en Vía Cuatro Seis, Monterrey, Nuevo León","$1,980,000",50-90 m²,"Guadalupe, Miguel Alemán 4450, Guadalupe, Nuevo León, México."
Venta,"Casas en Venta en Residencial Las Misiones, Saltillo, Coahuila","$3,280,000",210-230 m²,"Sin Nombre de Col 18, Blvd. La Misión S/N, Sin Nombre de Col 18, 25070 Saltillo, Coahuila"
Venta,"Casas en Venta en Rincón de Foret en Saltillo, Coahuila","$2,409,799",203-256 m²,"Eulalio Gutiérrez Treviño, Bosques de Chinón 114, Rincón de Foret, 25085 Saltillo, Coah."
Venta,"Estrena Casa en Venta Santoral con Gran Diseño , García","$4,100,000",152 m²,N.L.
Venta,"PRO5446 Casas en Venta, Satelite Acueducto en Monterrey","$6,900,000",320 m²,Cd Satélite
Venta,PP VENTA DE CASA EN PARAJE SAN JOSE,"$1,480,000",90 m²,Paraje San José
Venta,Valle Ote Departamento en Venta Las Vistas 2 a 3 Recamaras,"$11,700,000",,Zona Loma Larga Oriente
Venta,CARRETERA NACIONAL CASA EN VENTA EQUIPADA RESIDENCIAL DE LA SIERRA MONTERREY,"$4,600,000",122 m²,Monterrey
Venta,"CARRETERA NACIONAL CASA EN VENTA DE LUJO, CAROLCO CLUB RESIDENCIAL 3ER SECTOR.","$19,800,000",700 m²,Monterrey
Venta,"PRO5470 Casas en Venta, Privadas de San Miguel en Guadalupe","$1,350,000",90 m²,N.L.
Venta,"PRO5462 Casas en Venta, Las Torres en Monterrey","$7,950,000",335 m²,Las Torres
Venta,"PRO5439 Casas en Venta, Del Lago en San Nicolas de los Garza","$2,000,000",168 m²,Los Angeles 4to Sector
Venta,"PRO5452 Departamentos en Venta, Torre Tule en Santa Catarina","$5,480,000",,Santa Catarina
Venta,"PRO5448 Casas en Venta, Las Torres en Monterrey","$7,050,000",265 m²,Las Torres
Venta,"PRO5454 Casas en Venta, Camino Real en Guadalupe","$2,100,000",133 m²,Camino Real
Venta,"PRO5468 Departamentos en Venta, Contry en Monterrey","$1,965,000",34 m²,Contry
Venta,PREVENTA de CASA de 4 Recamaras en BOSQUES DE LAS MISIONES Carretera Nacional SANTIAGO NL,"$8,700,000",300 m²,Las Misiones
Venta,PREVENTA de DEPARTAMENTOS en TRES PUERTAS Torre II Residencial DINASTIA Monterrey NL,"$5,400,000",63 m²,Dinastía
Venta,VENTA de CASA En AMORADA Carretera Nacional SANTIAGO NL,"$7,200,000",250 m²,Los Rodríguez
Venta,PREVENTA de CASA en CONTRY MONTERREY Nuevo Leon,"$11,105,000",266 m²,Contry
Venta,CASA EN ESQUINA EN VENTA EN MISION SAN JOSE EN APODACA,"$1,790,000",110 m²,Misión San José 1er Sector
Venta,Casa en Venta en Jardines de San Agustin,"$14,200,000",401 m²,Jardines de San Agustín 1er Sector
Venta,AO VENTA DE CASA EN ESPACIO CUMBRES,"$3,600,000",151 m²,Cima de Las Cumbres
Venta,VENTA DE CASA EN SAN PEDRO ENTRE HUMBERTO LOBO,"$10,000,000",75 m²,Del Valle
Venta,FM VENTA DE CASA EN GUADALUPE MISION LA SILLA,"$950,000",90 m²,Misión de La Silla 2o Sector
Venta,"Departamentos en Venta en ARIA en Monterrey, Nuevo León","$1,887,420",38-92 m²,"Centro, Calzada Madero, Esq. con Emilio Carranza, Centro, 64000 Monterrey, N.L"
Venta,"Departamentos en Preventa en Vía Cuatro Seis, Monterrey, Nuevo León","$1,980,000",50-90 m²,"Guadalupe, Miguel Alemán 4450, Guadalupe, Nuevo León, México."
Venta,"Casas en Venta en Rincón de Foret en Saltillo, Coahuila","$2,409,799",203-256 m²,"Eulalio Gutiérrez Treviño, Bosques de Chinón 114, Rincón de Foret, 25085 Saltillo, Coah."
Venta,"Casas en Venta en Residencial Las Misiones, Saltillo, Coahuila","$3,280,000",210-230 m²,"Sin Nombre de Col 18, Blvd. La Misión S/N, Sin Nombre de Col 18, 25070 Saltillo, Coahuila"
Venta,Preventa Apartamentos AMARILLO MOCA 247 Centro de Monterrey,"$3,512,602",65 m²,Centro
Venta,"CASA EN VENTA  EN APODACA,AV CONCORDIA, NUEVO LEON","$2,070,000",112 m²,Praderas de La Enramada
Venta,Casa - Renacimiento,"$36,000,000",1256 m²,Cumbres Diamante
Venta,AO VENTA DE CASA NUEVA EN SAN PEDRO,"$9,100,000",146 m²,San Pedro Garza García
Venta,IP VENTA DE CASA EN EL CENTRO DE APODACA,"$930,000",92 m²,N.L.
Venta,PP VENTA DE CASA EN PARAJE SAN JOSE,"$1,480,000",90 m²,Paraje San José
Venta,RZ CASA EN VENTA EN COLINAS DE SAN JERONIMO,"$15,000,000",421 m²,Colinas de San Jerónimo
Venta,IP VENTA DE CASA NUEVA EN SAN ROQUE,"$660,000",90 m²,Valle Sur
Venta,RZ VENTA DE CASA EN PUNTA LA BOCA,"$11,000,000",315 m²,Boca Palma
Venta,Casa - Fraccionamiento Sienna Residencial,"$7,790,000",251 m²,Sin Nombre de Col 51
Venta,Casa - Laderas Residencial,"$7,690,000",251 m²,Sin Nombre de Col 51
Venta,Casa - Los Rodriguez,"$4,750,000",200 m²,Condado de Asturias
Venta,Casa - Ciénega de Flores Centro,"$580,000",90 m²,Ejidal Emiliano Zapata
Venta,Casa en venta para remodelar a o demoler  San Jeronimo Monterrey,"$11,500,000",468 m²,Colinas de San Jerónimo 5o. Sector
Venta,Casa en Venta Cumbres Elite 8° Sector,"$4,900,000",167 m²,Cumbres Elite 7o. Sector
Venta,Casa en Venta en Rinconada Colonial,"$3,050,000",120 m²,Cd Apodaca
Venta,Casa en Venta en San Agustín,"$13,690,000",272 m²,Del Valle
Venta,Casa en Venta en Jardines Coloniales,"$45,500,000",968 m²,Jardines Coloniales 1er Sector
Venta,Casa en Venta en San Isidro,"$2,850,000",129 m²,Villas de Santo Domingo
Venta,Departamento en Venta en el Centro,"$4,740,000",94 m²,Centro
Venta,Casa en Venta en Real del Valle,"$2,600,000",150 m²,Real del Valle 2 Sector
Venta,Casa en Venta en Vistaalta,"$10,890,000",330 m²,Contry
Venta,Casa en Venta en Las Misiones,"$26,700,000",2040 m²,Las Misiones
Venta,"Departamentos en Venta en ARIA en Monterrey, Nuevo León","$1,887,420",38-92 m²,"Centro, Calzada Madero, Esq. con Emilio Carranza, Centro, 64000 Monterrey, N.L"
Venta,"Departamentos en Preventa en Vía Cuatro Seis, Monterrey, Nuevo León","$1,980,000",50-90 m²,"Guadalupe, Miguel Alemán 4450, Guadalupe, Nuevo León, México."
Venta,"Casas en Venta en Residencial Las Misiones, Saltillo, Coahuila","$3,280,000",210-230 m²,"Sin Nombre de Col 18, Blvd. La Misión S/N, Sin Nombre de Col 18, 25070 Saltillo, Coahuila"
Venta,"Casas en Venta en Rincón de Foret en Saltillo, Coahuila","$2,409,799",203-256 m²,"Eulalio Gutiérrez Treviño, Bosques de Chinón 114, Rincón de Foret, 25085 Saltillo, Coah."
Venta,Casa - Los Rodriguez,"$4,750,000",200 m²,Condado de Asturias
Venta,VENTA de CASA en MIRADOR DE LA SILLA  GUADALUPE NUEVO LEON,"$2,980,000",105 m²,Guadalupe
Venta,CASA EN VENTA AMORADA RESIDENCIAL ZONA CARRETERA NACIONAL SANTIAGO,"$7,300,000",317 m²,Los Rodríguez
Venta,Casa  en Venta en El Centro de San Pedro,"$4,300,000",193 m²,Casco Urbano
Venta,Casa en Venta en Las Magnolias,"$21,500,000",424 m²,San Javier
Venta,Casa en Venta en Rincon de Anahuac,"$3,990,000",144 m²,Rincón de Anáhuac
Venta,Casa en Venta en Mirasierra,"$10,800,000",200 m²,Palo Blanco
Venta,Casa en venta la Victoria,"$2,000,000",153 m²,La Victoria
Venta,Casa Venta en Santa Engracia,"$15,500,000",400 m²,Santa Engracia
Venta,Casa Venta en Chepevera,"$4,000,000",17809 m²,Chepevera
Venta,Casa en Venta en Rinconada Colonial Katavia,"$3,500,000",120 m²,Rinconada Colonial de Apodaca
Venta,Casa en Venta en Las Aves Residencial,"$5,200,000",304 m²,N.L.
Venta,Departamento en Venta en Valle Oriente,"$8,096,465",79 m²,Valle Oriente
Venta,Se Vende Casa de Una Planta en Santa Catarina Nuevo Leon,"$1,820,000",150 m²,Adolfo Lopez Mateos INFONAVIT
Venta,"PRO5474 Casas en Venta, Contry en Monterrey","$11,350,766",258 m²,Contry
Venta,"PRO5497 Casas en Venta, Escamilla en Guadalupe","$2,500,000",161 m²,Sin Nombre de Col 50
Venta,"PRO5498 Casas en Venta, Las Brisas en Monterrey","$6,980,000",230 m²,Torrebrisas
Venta,Casa en venta en Parques Diamante García NL muy cerca de Av Lincoln,"$1,000,000",105 m²,Parques Diamante
Venta,DEPARTAMENTO EN PREVENTA ZONA CUMBRES MONTERREY,"$2,377,330",,Monterrey
Venta,"Casa en Venta Villas de Alcali, García, Nuevo Leon","$430,000",,Villas de Álcali
Venta,Casa en venta en Jardines de San Jorge Apodaca NL atrás de Soriana Huinalá,"$1,450,000",106 m²,Mirador Huinala
Venta,Casa en VENTA Carolco 1er sector Carr Nacional Monterrey,"$13,500,000",290 m²,Monterrey
Venta,VENTA de DEPARTAMENTOS en SAN PEDRO GARZA GARCIA NUEVO LEON,"$6,700,000",46 m²,Zona Campestre
Venta,"Departamentos en Preventa en Vía Cuatro Seis, Monterrey, Nuevo León","$1,980,000",50-90 m²,"Guadalupe, Miguel Alemán 4450, Guadalupe, Nuevo León, México."
Venta,"Departamentos en Venta en ARIA en Monterrey, Nuevo León","$1,887,420",38-92 m²,"Centro, Calzada Madero, Esq. con Emilio Carranza, Centro, 64000 Monterrey, N.L"
Venta,"Casas en Venta en Residencial Las Misiones, Saltillo, Coahuila","$3,280,000",210-230 m²,"Sin Nombre de Col 18, Blvd. La Misión S/N, Sin Nombre de Col 18, 25070 Saltillo, Coahuila"
Venta,"Casas en Venta en Rincón de Foret en Saltillo, Coahuila","$2,409,799",203-256 m²,"Eulalio Gutiérrez Treviño, Bosques de Chinón 114, Rincón de Foret, 25085 Saltillo, Coah."
Venta,CASA EN SAN  NICOLAS,"$2,500,000",,Centro
Venta,"Casa en venta Fraccionamiento Bosque de Agua, Apodaca N.L.","$2,950,000",117 m²,Cd Apodaca
Venta,Departamento - La Banda,"$4,400,000",,Santa Catarina
Venta,VENTA de CASA en SIERRA VISTA RESIDENCIAL Juarez Nuevo Leon,"$1,650,000",119 m²,Sierra Vista
Venta,VENTA de CASA en COLINAS DE SAN JERONIMO 6to Sector MONTERREY Nuevo Leon,"$6,400,000",231 m²,Colinas de San Jerónimo
Venta,CASA EN VENTA EN CIUDAD SATELITE MONTERREY,"$5,500,000",200 m²,Cd Satélite
Venta,DEPARTAMENTO EN VENTA EN NUEVO SUR GAETA NORTE MTY NL,"$4,950,000",,Ladrillera
Venta,CASA EN VENTA EN CONTRY LA SILLA GUADALUPE NL,"$9,500,000",,Contry La Silla 1er Sector
Venta,DEPARTAMENTO EN VENTA EN TORRE NAVE 01 APODACA NL,"$2,050,000",,El Milagro
Venta,CASA EN VENTA EN DEPORTIVO HUINALA APODACA NL,"$1,050,000",90 m²,Cd Apodaca
Venta,Casa en VENTA con alberca y en esquina cumbres 2o sector Monterrey,"$14,500,000",767 m²,Cumbres 2º. Sector
Venta,Casa en VENTA carolco Carretera nacional Monterrey,"$12,980,000",330 m²,Monterrey
Venta,Departamento en VENTA Cerca valle Poniente Monterrey,"$4,640,000",,Miguel Hidalgo
Venta,VENTA de CASA en MIRADOR DE LA SILLA  GUADALUPE NUEVO LEON,"$2,980,000",105 m²,Guadalupe
Venta,PREVENTA de DEPARTAMENTOS en EL GRAN ANCINA en el CENTRO de MONTERREY Nuevo Leon,"$3,700,000",52 m²,Centro
Venta,VENTA de DEPARTAMENTO Tipo LOFT en Colonia BUROCRATAS DEL ESTADO MONTERREY Nuevo Leon,"$1,950,000",30 m²,Burócratas del Estado
Venta,Preventa Apartamentos AMARILLO MOCA 247 Centro de Monterrey,"$3,512,602",65 m²,Centro
Venta,Casas en Venta VENECIA PRIVADA Porto Cumbres en Monterrey,"$4,095,000",152 m²,Dominio Cumbres
Venta,Casa en VENTA Priv Sienna Carr Nacional Monterrey,"$12,450,000",336 m²,Sin Nombre de Col 51
Venta,CASA EN VENTA CARRETERA NACIONAL LOS CRISTALES MONTERREY  N L,"$7,800,000",308 m²,Sin Nombre de Col 51
Venta,CASA EN VENTA ZONA CUMBRES COL CUMBRES SAN ANGEL MONTERREY N L,"$4,690,000",180 m²,Paseo de Cumbres 1er Sector
Venta,CASA EN VENTA COL RINCON DE LA PRIMAVERA ZONA CONTRY MONTERREY N L,"$4,890,000",146 m²,Rincon De La Primavera
Venta,CASA EN VENTA LOMAS DEL VERGEL CARRETERA NACIONAL MONTERREY N L,"$6,890,000",136 m²,Monterrey
Venta,"Departamentos en Preventa en Vía Cuatro Seis, Monterrey, Nuevo León","$1,980,000",50-90 m²,"Guadalupe, Miguel Alemán 4450, Guadalupe, Nuevo León, México."
Venta,"Departamentos en Venta en ARIA en Monterrey, Nuevo León","$1,887,420",38-92 m²,"Centro, Calzada Madero, Esq. con Emilio Carranza, Centro, 64000 Monterrey, N.L"
Venta,"Casas en Venta en Rincón de Foret en Saltillo, Coahuila","$2,409,799",203-256 m²,"Eulalio Gutiérrez Treviño, Bosques de Chinón 114, Rincón de Foret, 25085 Saltillo, Coah."
Venta,"Casas en Venta en Residencial Las Misiones, Saltillo, Coahuila","$3,280,000",210-230 m²,"Sin Nombre de Col 18, Blvd. La Misión S/N, Sin Nombre de Col 18, 25070 Saltillo, Coahuila"
Venta,CASA EN VENTA EN MONTERREY BARRIO ESTRELLA 3 NIVELES Y EQUIPADA,"$1,895,000",90 m²,Barrio Estrella
Venta,Casa en Santa Catarina,"$2,500,000",615 m²,Provivienda del Poniente 2do Sector
Venta,CASA EN APODACA NUEVO LEON CAMINO DE LOS MAGUEYES NO 100 CERCA DEL PARQUE PRINCIPAL FUENTES DE SANTA,"$1,111,000",119 m²,Sebastián Elizondo II
Venta,CASA EN VENTA LOMAS DEL VERGEL CARRETERA NACIONAL MONTERREY N L,"$6,890,000",136 m²,Monterrey
Venta,CASA EN VENTA  COLONIA RINCÓN DE GUADALUPE GUADALUPE N L,"$2,580,000",145 m²,Rincón de Guadalupe
Venta,CASA VENTA  ZONA CONTRY MONTERREY N L,"$4,900,000",168 m²,Villa Las Fuentes
Venta,CASA EN VENTA  COL PORTALES DE LA SILLA GUADALUPE NL,"$2,500,000",170 m²,Colinas del Rey
Venta,CASA EN VENTA ZONA CONTRY COL SATELITE,"$8,500,000",375 m²,Contry
Venta,CASA EN VENTA  FRACCIONAMIENTO COLINAS DEL VALLE ZONA VALLE  ZONA CUMBRES MONTERREY N L,"$6,490,000",163 m²,Colinas del Valle
Venta,Casa en VENTA Priv Carolco Carr. Nacional Monterrey,"$12,500,000",290 m²,Monterrey
Venta,Casa en VENTA NUEVA zona sur cerca de ave. Garza Sada,"$7,600,000",291 m²,Sin Nombre de Col 16
Venta,Departamento - La Banda,"$4,400,000",,Santa Catarina
Venta,Casa en Venta en Fraccionamiento Viviendas Magdalenas Juarez Nuevo Leon,"$950,000",,Benito Juárez
Venta,Casa en Venta Escobedo Centro,"$1,000,000",90 m²,Cabecera Municipal
Venta,Quinta en Venta en Zuazua,"$4,600,000",516 m²,N.L.
Venta,CASA EN VENTA EN SAN NICOLAS ALCATRACES RESIDENCIAL,,119 m²,Vivenza
Venta,VENTA CASA CARRETERA NACIONAL EN PRIVADA,"$21,500,000",424 m²,Sin Nombre de Col 51
Venta,Departamento en VENTA Vista Hermosa Monterrey,"$4,430,000",,Vista Hermosa
Venta,"Hermosa Residencia Del Paseo Residencial, Monterrey","$6,950,000",136 m²,Lomas del Paseo
Venta,Casa en VENTA remodelada Mitras Monterrey,"$4,990,000",176 m²,Mitras Centro
Venta,Departamento en VENTA torre KOI Valle Oriente san Pedro Monterrey,"$13,450,000",,Santa Fe
Venta,Hermoso Departamento Zona Valle Oriente Av. Fundadores,"$7,250,000",,Colonia Miguel Hidalgo
Venta,Hermosa Casa cerca de Av. Fundadores Valle Oriente,"$8,700,000",195 m²,Jardines del Paseo 2o. Sector
Venta,"Departamentos en Preventa en Vía Cuatro Seis, Monterrey, Nuevo León","$1,980,000",50-90 m²,"Guadalupe, Miguel Alemán 4450, Guadalupe, Nuevo León, México."
Venta,"Departamentos en Venta en ARIA en Monterrey, Nuevo León","$1,887,420",38-92 m²,"Centro, Calzada Madero, Esq. con Emilio Carranza, Centro, 64000 Monterrey, N.L"
Venta,"Casas en Venta en Rincón de Foret en Saltillo, Coahuila","$2,409,799",203-256 m²,"Eulalio Gutiérrez Treviño, Bosques de Chinón 114, Rincón de Foret, 25085 Saltillo, Coah."
Venta,"Casas en Venta en Residencial Las Misiones, Saltillo, Coahuila","$3,280,000",210-230 m²,"Sin Nombre de Col 18, Blvd. La Misión S/N, Sin Nombre de Col 18, 25070 Saltillo, Coahuila"
Venta,RA PREVENTA DE DEPARTAMENTO EN ALTAVISTA MTY,"$4,550,000",93 m²,Nueva España
Venta,CASA EN VENTA EN MONTERREY CARRETERA NACIONAL LA JOYA PRIVADA RESIDENCIAL,"$21,500,000",424 m²,La Joya Privada Residencial
Venta,"Casa en Venta en Cumbres Santoral Amplia y Acogedora, García","$4,050,000",170 m²,N.L.
Venta,Departamentos en Venta Torre Saqqara San Pedro Monterrey,"$12,390,000",,Zona Santa Engracia
Venta,Casa en VENTA zon sur cerca de Valle Oriente,"$7,000,000",385 m²,Monterrey
Venta,CASA EN VENTA por la huasteca RESIDENCIAL LA HUASTECA SANTA CATARINA,"$4,350,000",116 m²,Sta Catarina
Venta,PREVENTA DEPARTAMENTO EN CUMBRES MONTERREY NUEVO LEÓN,"$2,891,881",,Monterrey
Venta,Casa en Venta en la Colonia Anahuac San Nicolas de los Garza Nuevo Leonn,"$13,412,000",,Anáhuac
Venta,PREVENTA DEPARTAMENTO EN ZONA SANTA MARÍA MONTERREY NUEVO LEÓN,"$4,624,865",,Santa María
Venta,DEPARTAMENTO EN VENTA torre habitante SATELITE ACUEDUCTO MONTERREY,"$4,800,000",,Cd Satélite
Venta,DEPARTAMENTO EN VENTA por anillo periférico COLINAS DE SAN JERONIMO MONTERREY,"$5,450,000",,Colinas de San Jerónimo
Venta,DEPARTAMENTO EN VENTA SIKARA por paseo de los leones CUMBRES MADEIRA MONTERREY,"$2,200,000",,Cumbres Madeira
Venta,CASA EN VENTA RESIDENCIAL CHIPINQUE 3ER SECTOR SAN PEDRO,"$21,500,000",340 m²,Residencial Chipinque 3ER Sector
Venta,CASA EN VENTA VALLE DE VARAS SIERRA ALTA CARRETERA NACIONAL,"$26,500,000",593 m²,Rincon del Valle Alto
Venta,CASA EN VENTA HUAJUQUITO LOS CAVAZOS SANTIAGO,"$13,500,000",5084 m²,Los Cavazos
Venta,TERRENO con casa remodelar  o demoler  EN LOS RIOS PTE VALLE EN SAN PEDRO,"$17,900,000",675 m²,Del Valle
Venta,departamento en venta en centrika,"$2,650,000",82 m²,Centrika
Venta,CASA EN VENTA EN SAN PATRICIO EN SAN PEDRO,"$52,500,000",1618 m²,Santa Fe
Venta,CASA EN VENTA DE 3 RECAMARAS EN COLINAS DEL VALLE MONTERREY,"$11,500,000",298 m²,Colinas del Valle
Venta,"CASA EN VENTA, MONTERREY, NUEVO LEÓN ""CUMBRES ELITE"" 5 HABS, JACUZZI, INMEDIATA","$6,290,000",144 m²,Cumbres Elite 7o. Sector
Venta,Casas Venta San Pedro Garza García Zona Valle 62-CV-1948,"$28,000,000",600 m²,Del Valle
Venta,Casa para INVERSIONISTA en San Pedro zona UDEM,"$7,500,000",285 m²,Santa Elena
Venta,VENTA CASA CUMBRES ELITE FRENTE A PARQUE TERRENO EXCEDENTE ARRIBA LEONES MODERNISTA MONTERREY NL,"$7,990,000",171 m²,Cumbres Elite 7o. Sector
Venta,"Departamentos en Preventa en Vía Cuatro Seis, Monterrey, Nuevo León","$1,980,000",50-90 m²,"Guadalupe, Miguel Alemán 4450, Guadalupe, Nuevo León, México."
Venta,"Departamentos en Venta en ARIA en Monterrey, Nuevo León","$1,887,420",38-92 m²,"Centro, Calzada Madero, Esq. con Emilio Carranza, Centro, 64000 Monterrey, N.L"
Venta,"Casas en Venta en Residencial Las Misiones, Saltillo, Coahuila","$3,280,000",210-230 m²,"Sin Nombre de Col 18, Blvd. La Misión S/N, Sin Nombre de Col 18, 25070 Saltillo, Coahuila"
Venta,"Casas en Venta en Rincón de Foret en Saltillo, Coahuila","$2,409,799",203-256 m²,"Eulalio Gutiérrez Treviño, Bosques de Chinón 114, Rincón de Foret, 25085 Saltillo, Coah."
