compra_renta,tipo,precio,superficie,municipio,recamaras,banios,publicado,sitio
Venta,Casa - Mirasierra,"$34,000,000",400 m²,Mirasierra 1er Sector,4,4+
Venta,"Casa en venta en Colonia del Valle, San Pedro Garza Garcia","$37,500,000",395 m²,Del Valle,4,4+
Venta,Casa - Lomas Del Valle,"$30,900,000",500 m²,Del Valle,3,3
Venta,Casa - Renacimiento,"$36,000,000",1256 m²,Cumbres Diamante,4,4+
Venta,Casa - Cumbres 6to D,"$8,000,000",218 m²,Cumbres Elite 5to. Sector,4,4+
Venta,Casa - Rinconada Colonial,"$3,100,000",124 m²,Rinconada Colonial de Apodaca,2,2
Venta,Casa en Venta en Colinas de La Sierra Madre,"$21,300,000",,Balcones del Valle,3,
Venta,Casa - Villa Montaña,"$25,000,000",933 m²,Villa Montaña 1er Sector,3,3
Venta,Casa - Residencial Raúl Rangel Frías,"$2,300,000",90 m²,Valle de Las Mitras,2,2
Venta,"Casas en Venta en Residencial Las Misiones, Saltillo, Coahuila","$3,280,000",210-230 m²,"Sin Nombre de Col 18, Blvd. La Misión S/N, Sin Nombre de Col 18, 25070 Saltillo, Coahuila",3,
Venta,"Casas en Venta en Rincón de Foret en Saltillo, Coahuila","$2,409,799",203-256 m²,"Eulalio Gutiérrez Treviño, Bosques de Chinón 114, Rincón de Foret, 25085 Saltillo, Coah.",2-3,
Venta,Casa en VENTA Balcones de Santo Domingo,"$1,890,000",90 m²,Balcones de Santo Domingo,3,1
Venta,CASA EN VENTA EN MONTERREY NL ZONA COLINAS DE SAN JERONIMO / 3 NIVELES /,"$10,500,000",432 m²,Colinas de San Jerónimo 1o. Sector,3,3
Venta,Casa en venta en Jardines del Rey Monterrey,"$1,380,000",144 m²,Barrio San Pedro,2,1
Venta,Casa - Cumbres 6to Sector,"$4,650,000",207 m²,Cumbres 3o. Sector,3,2
Venta,Casa - Villa del Río,"$5,500,000",200 m²,Villa del Río,4,3
Venta,Casa en venta en Dominio Cumbres,"$2,180,000",105 m²,Dominio Cumbres,3,2
Venta,LFG VENTA DE CASA EN LOS PARQUES GARCIA,"$920,000",110 m²,Parques Diamante,3,2
Venta,RZ VENTA DE CASA EN COLONIA DEL VALLE SAN PEDRO,"$21,000,000",675 m²,Del Valle,5,4+
Venta,LZ VENTA DE CASA EN PASEO DE LAS FUENTES EN APODAC,"$680,000",90 m²,Paseo de Las Fuentes,2,1
Venta,RZ VENTA DE CASA EN CENTRITO VALLE EN SAN PEDRO,"$18,000,000",335 m²,Del Valle,5,2
Venta,AO VENTA DE CASA EN RINCON DE LA SIERRA ALTA,"$17,500,000",390 m²,Monterrey,4,4+
Venta,AS VENTA DE CASA EN GARDENIAS JUAREZ NUEVO LEON,"$820,000",90 m²,Jardines de la Silla,2,1
Venta,LZ VENTA DE CASA EN PASEO SANTA ROSA,"$1,060,000",90 m²,Paseo de Santa Rosa,2,1
Venta,PS VENTA DE CASA EN FONTANARES CHURUBUSCO MONTERRE,"$4,500,000",145 m²,Monterrey,4,3
Venta,AS VENTA DE CASA EN JUAREZ NUEVO LEON,"$650,000",72 m²,Valle Sur,2,1
Venta,LI VENTA DE CASA EN REAL EN PASEO DE SAN MIGUEL,"$1,550,000",105 m²,Paseo de San Miguel,3,1
